cell_id	donor_id	cytotoxicity	treg_activation	central_memory	scaled_age	sex	scaled_log_nUMI	percent_mito	gPC1	gPC2	gPC3	gPC4	gPC5	ePC1	ePC2	ePC3	ePC4	ePC5
cell_003440	donor_255	0.310103	0.697688	0.290424	0.122925	F	1.785273	0.0309	-0.003923	-0.004693	0.032361	-0.002527	0.02662	-0.786826	-1.323399	-0.24106	-2.457622	-1.096813
cell_003441	donor_255	-0.099099	-0.258792	0.294244	0.122925	F	2.553865	0.00504	-0.003923	-0.004693	0.032361	-0.002527	0.02662	-1.2525	-2.038766	0.649217	-0.130506	-0.61967
cell_003442	donor_255	0.521176	1.154388	0.308851	0.122925	F	2.08839	0.02015	-0.003923	-0.004693	0.032361	-0.002527	0.02662	0.671016	-1.644271	-1.343579	1.117326	2.281407
cell_003443	donor_255	-0.462889	-0.326854	-1.322937	0.122925	F	1.690122	0.04241	-0.003923	-0.004693	0.032361	-0.002527	0.02662	0.684227	0.471572	-0.581859	-0.558864	0.227269
cell_003444	donor_255	1.661214	-0.541174	0.967440	0.122925	F	1.418824	0.05296	-0.003923	-0.004693	0.032361	-0.002527	0.02662	1.372898	0.426543	0.957958	-0.916228	0.616925
cell_003445	donor_255	0.276551	0.303732	-0.117448	0.122925	F	1.726404	0.01195	-0.003923	-0.004693	0.032361	-0.002527	0.02662	-0.671344	0.140152	0.615821	-0.531233	-1.017078
cell_003446	donor_255	-0.787799	-0.968535	1.728465	0.122925	F	1.69938	0.00805	-0.003923	-0.004693	0.032361	-0.002527	0.02662	0.362596	-0.134772	0.13613	0.657144	1.307286
cell_003447	donor_255	0.113961	1.125268	1.384907	0.122925	F	2.374247	0.06902	-0.003923	-0.004693	0.032361	-0.002527	0.02662	0.663265	0.53194	-0.500377	-0.34684	0.454503
cell_003448	donor_255	-0.410847	0.423506	0.045011	0.122925	F	2.405018	0.0298	-0.003923	-0.004693	0.032361	-0.002527	0.02662	-0.363249	0.45036	-0.815617	1.92935	0.193678
cell_003449	donor_255	-1.157214	-0.185480	0.587507	0.122925	F	1.580039	0.03183	-0.003923	-0.004693	0.032361	-0.002527	0.02662	0.128005	-0.482605	1.913021	-1.25329	-0.703017
cell_003450	donor_255	-0.499029	-0.324843	-0.173367	0.122925	F	2.301266	0.01521	-0.003923	-0.004693	0.032361	-0.002527	0.02662	0.853592	0.239656	-0.576768	-0.548088	-0.290891
cell_003451	donor_255	2.111529	-1.834049	0.501643	0.122925	F	2.260303	0.0343	-0.003923	-0.004693	0.032361	-0.002527	0.02662	0.10214	1.553631	0.605162	1.023335	-0.434274
cell_003452	donor_255	-0.253339	-0.640655	-0.277876	0.122925	F	1.528128	0.0643	-0.003923	-0.004693	0.032361	-0.002527	0.02662	0.51573	-1.554789	0.182137	0.11796	1.821417
cell_003453	donor_255	0.667376	0.724524	0.186017	0.122925	F	1.966473	0.03509	-0.003923	-0.004693	0.032361	-0.002527	0.02662	1.557585	-0.25844	-0.81714	-0.789692	-0.294645
cell_003454	donor_256	1.092741	1.268833	0.816376	0.507633	F	2.136328	0.0513	-0.031761	0.053762	-0.007465	0.014144	0.017325	1.301741	0.414907	0.518008	0.811207	-0.994157
cell_003455	donor_256	-0.546192	0.494442	0.499201	0.507633	F	2.065294	0.03058	-0.031761	0.053762	-0.007465	0.014144	0.017325	-0.709059	0.520233	-0.778922	-1.526408	-1.082582
cell_003456	donor_256	-0.815631	-1.569439	-2.022776	0.507633	F	1.315784	0.00948	-0.031761	0.053762	-0.007465	0.014144	0.017325	1.054361	-0.374081	0.225851	-1.032526	0.379403
cell_003457	donor_256	0.069855	0.298040	-1.181782	0.507633	F	2.052473	0.01634	-0.031761	0.053762	-0.007465	0.014144	0.017325	-0.269592	0.446198	-0.477881	0.504284	-0.527013
cell_003458	donor_256	1.046032	0.152218	1.349453	0.507633	F	2.254506	0.00764	-0.031761	0.053762	-0.007465	0.014144	0.017325	-0.080323	-0.27168	0.026238	0.279065	-0.494904
cell_003459	donor_256	0.370536	-1.066334	0.458281	0.507633	F	2.631838	0.03436	-0.031761	0.053762	-0.007465	0.014144	0.017325	-0.119618	0.186487	0.507687	-0.076085	-0.887053
cell_003460	donor_256	0.670111	-0.547624	-1.442093	0.507633	F	1.732484	0.05448	-0.031761	0.053762	-0.007465	0.014144	0.017325	0.086454	0.670344	-1.333132	-1.321465	-0.662211
cell_003461	donor_256	0.100296	-1.000845	1.120888	0.507633	F	1.781819	0.03322	-0.031761	0.053762	-0.007465	0.014144	0.017325	-0.19233	-2.196915	0.57409	-0.182532	-2.3511
cell_003462	donor_256	-0.407177	1.724601	-2.124159	0.507633	F	1.916453	0.02384	-0.031761	0.053762	-0.007465	0.014144	0.017325	-1.113168	-0.300584	-1.772537	0.970461	0.186833
cell_003463	donor_256	0.134796	1.429393	-0.890304	0.507633	F	2.116486	0.01421	-0.031761	0.053762	-0.007465	0.014144	0.017325	0.678189	-1.029021	0.411373	-0.660643	-0.192469
cell_003464	donor_256	-0.159201	-0.403036	-0.683768	0.507633	F	2.038807	0.03711	-0.031761	0.053762	-0.007465	0.014144	0.017325	0.35283	-0.070065	0.80842	0.139078	-0.463126
cell_003465	donor_257	0.244623	-1.295422	-0.110969	0.403629	F	2.241723	0.00524	-0.009947	0.016381	0.01742	-0.014263	-0.014026	0.842881	1.053653	0.087596	1.336107	-0.235442
cell_003466	donor_257	0.515994	-0.215094	-1.000204	0.403629	F	1.549925	0.00732	-0.009947	0.016381	0.01742	-0.014263	-0.014026	-0.127935	0.004379	-0.129797	-0.310544	-0.714858
cell_003467	donor_257	1.030185	0.730257	-1.041187	0.403629	F	2.158741	0.048	-0.009947	0.016381	0.01742	-0.014263	-0.014026	-0.994122	0.110761	1.198341	0.814202	0.388085
cell_003468	donor_257	-1.294108	-0.951924	0.545273	0.403629	F	1.703114	0.02445	-0.009947	0.016381	0.01742	-0.014263	-0.014026	1.249169	0.019247	-0.988813	-0.349446	-0.060661
cell_003469	donor_257	0.275573	0.790083	-0.326150	0.403629	F	1.942666	0.02405	-0.009947	0.016381	0.01742	-0.014263	-0.014026	-0.512423	0.610067	0.93554	-1.732124	-0.14546
cell_003470	donor_257	-0.924734	0.918846	-0.553449	0.403629	F	2.683205	0.02662	-0.009947	0.016381	0.01742	-0.014263	-0.014026	-2.903122	-0.091574	-0.102752	1.77621	1.476257
cell_003471	donor_257	0.186548	-1.549925	-0.569810	0.403629	F	1.440703	0.04452	-0.009947	0.016381	0.01742	-0.014263	-0.014026	0.93235	-0.959739	-1.017508	-1.096054	1.526617
cell_003472	donor_257	1.009396	-0.716275	0.814504	0.403629	F	1.888213	0.03331	-0.009947	0.016381	0.01742	-0.014263	-0.014026	-0.910442	-0.38557	-0.899768	-1.258172	0.332616
cell_003473	donor_257	-2.331020	-0.559392	-0.171355	0.403629	F	1.490142	0.01514	-0.009947	0.016381	0.01742	-0.014263	-0.014026	0.153343	-2.224559	-1.301935	0.255188	-0.072214
cell_003474	donor_257	1.742540	-1.169063	0.670993	0.403629	F	2.061227	0.01586	-0.009947	0.016381	0.01742	-0.014263	-0.014026	-0.400932	0.605678	-1.443033	-0.594992	0.518037
cell_003475	donor_257	1.056932	-0.721490	-0.373524	0.403629	F	2.419293	0.0261	-0.009947	0.016381	0.01742	-0.014263	-0.014026	-0.649295	0.312547	-1.14623	-0.823849	-1.782198
cell_003476	donor_257	0.141629	-1.481485	-0.455103	0.403629	F	2.067862	0.03604	-0.009947	0.016381	0.01742	-0.014263	-0.014026	-2.057127	-0.475947	0.450024	-0.114799	1.160285
cell_003477	donor_257	1.276112	0.522655	-0.156751	0.403629	F	1.953314	0.02929	-0.009947	0.016381	0.01742	-0.014263	-0.014026	-0.392799	-2.120139	0.344194	-1.078528	0.125881
cell_003478	donor_257	0.113072	0.580905	0.772410	0.403629	F	2.531361	0.02751	-0.009947	0.016381	0.01742	-0.014263	-0.014026	-2.285482	-0.275049	0.702692	0.58048	-0.250742
cell_003479	donor_257	-0.556414	1.534721	1.316348	0.403629	F	2.132201	0.03093	-0.009947	0.016381	0.01742	-0.014263	-0.014026	-0.051332	-0.497186	-0.298299	0.626774	-0.749888
cell_003480	donor_258	0.677258	-0.842960	-1.020224	1.24073	F	2.327826	0.02928	0.000906	-0.00231	0.027863	0.014053	-0.001408	-0.651898	-1.579549	0.646698	-0.319862	-1.262942
cell_003481	donor_258	-0.326604	0.060765	-1.768492	1.24073	F	2.286103	0.01439	0.000906	-0.00231	0.027863	0.014053	-0.001408	0.822349	-0.101044	-0.796798	0.838113	-0.395944
cell_003482	donor_258	0.494693	1.287462	0.576474	1.24073	F	0.849504	0.05214	0.000906	-0.00231	0.027863	0.014053	-0.001408	-1.623872	0.904005	-0.894523	2.965701	-0.500173
cell_003483	donor_258	-0.676053	-0.794403	0.299852	1.24073	F	1.969332	0.02035	0.000906	-0.00231	0.027863	0.014053	-0.001408	-2.069964	1.699912	-0.110768	0.201486	0.327373
cell_003484	donor_258	-0.153304	0.443041	0.601721	1.24073	F	1.56877	0.03258	0.000906	-0.00231	0.027863	0.014053	-0.001408	-1.41504	-2.221081	1.899374	-1.617733	1.583659
cell_003485	donor_258	1.091891	-1.132123	0.221619	1.24073	F	1.668273	0.01121	0.000906	-0.00231	0.027863	0.014053	-0.001408	0.472121	0.120872	-0.522479	2.25461	-0.746995
cell_003486	donor_258	-0.363475	-0.098635	0.864409	1.24073	F	2.589834	0.0257	0.000906	-0.00231	0.027863	0.014053	-0.001408	-0.719058	0.618844	-0.727028	-1.065514	-0.111327
cell_003487	donor_258	0.973126	1.398444	0.425590	1.24073	F	1.850078	0.00801	0.000906	-0.00231	0.027863	0.014053	-0.001408	0.634486	1.826481	2.030442	-1.843669	0.989763
cell_003488	donor_258	-0.110017	-0.252878	-1.734755	1.24073	F	2.757027	0.01042	0.000906	-0.00231	0.027863	0.014053	-0.001408	-1.036706	-0.986844	-0.592025	-0.655706	-1.122114
cell_003489	donor_258	1.339735	-0.321898	0.505897	1.24073	F	1.436925	0.07844	0.000906	-0.00231	0.027863	0.014053	-0.001408	-2.377702	1.394797	0.84686	-0.06781	-1.018827
cell_003490	donor_259	0.678997	-1.245316	-0.923346	0.721412	F	1.566532	0.03499	0.012122	-0.040933	-0.012306	0.005756	0.022307	1.183968	-0.114658	-0.626268	-1.695269	0.48719
cell_003491	donor_259	1.547020	0.290436	-0.580586	0.721412	F	2.30494	0.05452	0.012122	-0.040933	-0.012306	0.005756	0.022307	-0.385396	0.210181	0.117674	0.584765	0.166627
cell_003492	donor_259	-0.126347	1.086237	0.934314	0.721412	F	1.863451	0.04711	0.012122	-0.040933	-0.012306	0.005756	0.022307	-0.355541	0.50412	0.900413	1.495982	-1.170898
cell_003493	donor_259	-1.466082	1.634284	0.966148	0.721412	F	2.122931	0.04966	0.012122	-0.040933	-0.012306	0.005756	0.022307	1.061857	-1.638168	0.964317	-0.640659	0.79151
cell_003494	donor_259	-0.152475	-1.191722	1.054009	0.721412	F	1.955077	0.02602	0.012122	-0.040933	-0.012306	0.005756	0.022307	1.442636	0.179311	-0.047344	-0.098399	-0.470584
cell_003495	donor_259	0.476428	-1.457798	-0.232078	0.721412	F	1.94297	0.06213	0.012122	-0.040933	-0.012306	0.005756	0.022307	1.124411	-0.107779	-2.175249	0.884165	0.831641
cell_003496	donor_259	3.126173	0.016502	-0.741971	0.721412	F	1.878306	0.04693	0.012122	-0.040933	-0.012306	0.005756	0.022307	0.043119	-0.78822	-1.160213	-0.785354	0.198814
cell_003497	donor_259	-1.008497	1.772099	0.847759	0.721412	F	2.071797	0.03083	0.012122	-0.040933	-0.012306	0.005756	0.022307	-1.843541	0.424415	0.072562	1.287273	0.701247
cell_003498	donor_259	1.407439	0.248185	1.254019	0.721412	F	2.256655	0.03527	0.012122	-0.040933	-0.012306	0.005756	0.022307	-0.723058	-1.690893	-0.821226	1.381236	0.294363
cell_003499	donor_259	-0.848320	0.162591	0.287054	0.721412	F	2.645769	0.02727	0.012122	-0.040933	-0.012306	0.005756	0.022307	0.597338	-0.629184	0.484763	-1.520163	0.935203
cell_003500	donor_259	1.382447	0.318843	-0.625512	0.721412	F	1.918995	0.03104	0.012122	-0.040933	-0.012306	0.005756	0.022307	-1.155427	-1.974414	2.262332	0.134886	0.107208
cell_003501	donor_260	0.064074	-1.676413	-2.320969	-0.442945	F	1.842545	0.02913	0.003995	0.029165	0.017359	-0.009767	-0.002801	-1.869956	0.62256	0.88602	-0.199295	0.889908
cell_003502	donor_260	0.831341	-0.374744	-0.261417	-0.442945	F	1.791015	0.03763	0.003995	0.029165	0.017359	-0.009767	-0.002801	1.170509	0.525723	-2.166222	-1.15161	1.686896
cell_003503	donor_260	0.830947	1.397010	0.534488	-0.442945	F	2.587914	0.0648	0.003995	0.029165	0.017359	-0.009767	-0.002801	0.082384	0.08688	-0.831656	-0.637474	1.19265
cell_003504	donor_260	1.928073	0.502689	0.302213	-0.442945	F	2.27613	0.0059	0.003995	0.029165	0.017359	-0.009767	-0.002801	1.498472	0.797209	0.551572	0.626622	-0.070373
cell_003505	donor_260	0.240389	-1.285496	0.955999	-0.442945	F	1.240387	0.05285	0.003995	0.029165	0.017359	-0.009767	-0.002801	-1.20366	-1.419798	1.314767	-0.032924	0.47707
cell_003506	donor_260	-2.445466	-0.586253	0.022930	-0.442945	F	1.222752	0.02264	0.003995	0.029165	0.017359	-0.009767	-0.002801	0.210757	0.261491	0.344947	0.697402	-0.767555
cell_003507	donor_260	-0.789762	-0.451756	1.839376	-0.442945	F	1.667977	0.05539	0.003995	0.029165	0.017359	-0.009767	-0.002801	1.182408	-0.737733	0.239463	-1.182991	-0.166631
cell_003508	donor_260	1.104024	-0.685828	-0.469567	-0.442945	F	2.092058	0.02333	0.003995	0.029165	0.017359	-0.009767	-0.002801	-0.659831	0.024215	0.735401	0.076053	1.960859
cell_003509	donor_260	-1.277004	0.704994	-0.249742	-0.442945	F	1.986612	0.03826	0.003995	0.029165	0.017359	-0.009767	-0.002801	0.795919	-0.228453	-0.086106	0.377763	0.704324
cell_003510	donor_260	-1.966466	0.100784	0.438979	-0.442945	F	2.205911	0.02682	0.003995	0.029165	0.017359	-0.009767	-0.002801	-1.234052	0.636654	-1.208092	0.53985	1.100097
cell_003511	donor_260	0.963141	-0.073355	-0.372671	-0.442945	F	1.929823	0.00461	0.003995	0.029165	0.017359	-0.009767	-0.002801	0.299732	-2.325745	-1.782354	0.562717	-2.453761
cell_003512	donor_260	1.986265	0.006586	0.719562	-0.442945	F	2.558968	0.06478	0.003995	0.029165	0.017359	-0.009767	-0.002801	0.609877	0.984826	1.135178	-0.241475	0.438506
cell_003513	donor_260	-0.539540	0.689910	-1.455629	-0.442945	F	2.308845	0.01114	0.003995	0.029165	0.017359	-0.009767	-0.002801	0.208892	-1.472832	0.745019	1.390477	0.689401
cell_003514	donor_260	-0.462068	-1.208274	-0.604973	-0.442945	F	2.031031	0.03168	0.003995	0.029165	0.017359	-0.009767	-0.002801	-0.502801	0.73995	1.297631	1.166238	1.026871
cell_003515	donor_261	1.250470	-0.612326	0.718256	-0.641267	M	2.458136	0.00895	0.008168	-0.008973	0.030626	-0.022175	0.006322	-1.59186	0.398215	0.645646	1.03866	0.515624
cell_003516	donor_261	1.517265	-0.027577	0.993767	-0.641267	M	1.340438	0.00326	0.008168	-0.008973	0.030626	-0.022175	0.006322	1.551951	-1.827845	0.55835	0.478997	0.902717
cell_003517	donor_261	0.531086	0.116437	0.750316	-0.641267	M	1.96597	0.0259	0.008168	-0.008973	0.030626	-0.022175	0.006322	1.542124	-0.888281	1.50854	0.814896	-0.187165
cell_003518	donor_261	1.839938	-0.637269	-0.959201	-0.641267	M	2.055005	0.01813	0.008168	-0.008973	0.030626	-0.022175	0.006322	-0.908794	0.196314	0.285677	0.341187	-0.62695
cell_003519	donor_261	-1.017915	0.994428	1.129368	-0.641267	M	2.240815	0.00662	0.008168	-0.008973	0.030626	-0.022175	0.006322	0.609339	-0.40554	1.216576	1.710207	-0.812599
cell_003520	donor_261	-0.537037	-2.136014	-0.674757	-0.641267	M	1.313934	0.02929	0.008168	-0.008973	0.030626	-0.022175	0.006322	0.05989	0.972164	0.27588	-1.352525	0.864798
cell_003521	donor_261	0.547854	-0.066723	0.180348	-0.641267	M	1.895837	0.00036	0.008168	-0.008973	0.030626	-0.022175	0.006322	-0.605772	0.200469	-0.994044	0.794596	-0.421042
cell_003522	donor_261	-0.523344	1.014089	0.343192	-0.641267	M	2.160184	0.03251	0.008168	-0.008973	0.030626	-0.022175	0.006322	0.900427	-0.214881	-0.481233	0.412236	-1.074374
cell_003523	donor_261	0.586463	0.159066	0.524368	-0.641267	M	2.190865	0.02745	0.008168	-0.008973	0.030626	-0.022175	0.006322	1.798233	0.185619	-0.56626	-0.399341	0.017573
cell_003524	donor_261	0.458572	-0.928075	0.373063	-0.641267	M	2.474452	0.01961	0.008168	-0.008973	0.030626	-0.022175	0.006322	0.995828	-0.894517	-0.368784	-0.04951	1.542472
cell_003525	donor_261	0.791508	1.155141	0.416107	-0.641267	M	2.304602	0.01954	0.008168	-0.008973	0.030626	-0.022175	0.006322	0.999144	1.590171	0.031035	1.432755	1.267277
cell_003526	donor_261	-0.965251	-0.811317	-0.435148	-0.641267	M	1.975662	0.03937	0.008168	-0.008973	0.030626	-0.022175	0.006322	0.696762	0.776999	-0.594573	1.828304	-0.245147
cell_003527	donor_261	0.189464	-0.122236	-1.123732	-0.641267	M	2.269989	0.00873	0.008168	-0.008973	0.030626	-0.022175	0.006322	0.559701	0.676698	-1.371342	-0.051098	0.203375
cell_003528	donor_261	-1.129720	-2.098522	-3.119475	-0.641267	M	1.919455	0.04024	0.008168	-0.008973	0.030626	-0.022175	0.006322	-0.113385	-0.039235	1.492685	-0.827139	-1.268757
cell_003529	donor_261	-0.131782	2.320230	1.796780	-0.641267	M	2.05871	0.03865	0.008168	-0.008973	0.030626	-0.022175	0.006322	-0.586491	0.744247	0.841677	0.606008	0.911812
cell_003530	donor_261	-0.978231	0.149903	-1.464580	-0.641267	M	2.317921	0.00965	0.008168	-0.008973	0.030626	-0.022175	0.006322	0.256039	-0.518014	-0.945157	-1.262118	-0.227171
cell_003531	donor_262	-1.312110	-1.197473	-0.225499	-0.049754	F	1.98188	0.02975	0.014709	-0.006269	-0.010776	-0.001522	0.01624	0.788344	0.236911	0.022947	-1.055375	2.579268
cell_003532	donor_262	-0.182460	0.252702	0.663216	-0.049754	F	2.144796	0.0465	0.014709	-0.006269	-0.010776	-0.001522	0.01624	-0.825459	0.120612	1.003017	0.042331	-0.806939
cell_003533	donor_262	-0.336881	0.036202	-1.093813	-0.049754	F	2.384524	0.01247	0.014709	-0.006269	-0.010776	-0.001522	0.01624	0.80866	-1.339555	1.742048	0.282234	-0.25341
cell_003534	donor_262	-1.344497	-1.498972	0.649248	-0.049754	F	2.284866	0.02588	0.014709	-0.006269	-0.010776	-0.001522	0.01624	-1.416382	-1.151978	-0.052093	1.892747	0.232976
cell_003535	donor_262	-0.337908	-1.871120	-0.063089	-0.049754	F	2.493389	0.053	0.014709	-0.006269	-0.010776	-0.001522	0.01624	0.34706	0.386107	2.364042	-0.44139	1.565468
cell_003536	donor_262	-1.248821	1.660379	-0.578822	-0.049754	F	2.931379	0.01285	0.014709	-0.006269	-0.010776	-0.001522	0.01624	-0.398579	-0.703613	-0.079611	-0.084544	0.562013
cell_003537	donor_262	0.681506	1.088963	-0.954928	-0.049754	F	2.281171	0.03918	0.014709	-0.006269	-0.010776	-0.001522	0.01624	-2.323984	0.14786	-0.598747	-0.723953	-1.295777
cell_003538	donor_262	0.076047	0.553468	0.115546	-0.049754	F	1.815483	0.00842	0.014709	-0.006269	-0.010776	-0.001522	0.01624	-0.364804	-0.516607	-0.426631	-1.638607	0.09815
cell_003539	donor_262	0.361101	-1.329629	0.554036	-0.049754	F	2.204729	0.02678	0.014709	-0.006269	-0.010776	-0.001522	0.01624	-0.791629	-1.635035	-0.548162	-0.774075	0.041137
cell_003540	donor_262	-0.486164	0.349451	0.919989	-0.049754	F	2.187527	0.03893	0.014709	-0.006269	-0.010776	-0.001522	0.01624	-0.56151	-1.449541	-0.888354	-1.726652	1.137128
cell_003541	donor_262	0.668809	0.348720	0.642128	-0.049754	F	2.245404	0.01809	0.014709	-0.006269	-0.010776	-0.001522	0.01624	1.297861	1.418915	-0.589848	1.29711	0.406998
cell_003542	donor_263	0.688411	1.495501	-0.034051	-0.760101	M	2.598006	0.01931	-0.009997	-0.021378	0.023012	0.007986	0.020157	-0.822156	-0.628519	-0.171981	0.102452	0.362905
cell_003543	donor_263	0.163957	0.932067	-0.490388	-0.760101	M	1.326355	0.03859	-0.009997	-0.021378	0.023012	0.007986	0.020157	-0.001786	-0.348521	1.352091	-0.113783	-0.171028
cell_003544	donor_263	-1.335267	0.493230	-0.206024	-0.760101	M	2.605535	0.03452	-0.009997	-0.021378	0.023012	0.007986	0.020157	-0.217271	-0.1132	-1.362423	-1.003097	2.445987
cell_003545	donor_263	-1.207527	0.500542	1.431133	-0.760101	M	2.740167	0.01955	-0.009997	-0.021378	0.023012	0.007986	0.020157	-1.650419	0.271777	0.342525	1.012724	0.366781
cell_003546	donor_263	-1.629743	1.022325	-2.537068	-0.760101	M	2.227228	0.00791	-0.009997	-0.021378	0.023012	0.007986	0.020157	1.890867	0.239646	1.347855	1.039972	1.54199
cell_003547	donor_263	-0.400287	1.840516	-0.328324	-0.760101	M	2.236854	0.04257	-0.009997	-0.021378	0.023012	0.007986	0.020157	0.024838	0.397894	-0.369177	0.159754	0.214987
cell_003548	donor_263	0.089938	0.762866	-1.716474	-0.760101	M	1.903342	0.02355	-0.009997	-0.021378	0.023012	0.007986	0.020157	-2.077408	-0.143143	0.889873	-1.350189	-0.986342
cell_003549	donor_263	0.072095	0.064213	1.862321	-0.760101	M	2.00253	0.04091	-0.009997	-0.021378	0.023012	0.007986	0.020157	1.155647	1.343128	-0.620769	0.173985	-0.078052
cell_003550	donor_263	-1.235741	-0.381539	-0.928356	-0.760101	M	2.279181	0.0376	-0.009997	-0.021378	0.023012	0.007986	0.020157	1.176976	-0.533346	-0.378646	1.340767	-1.003331
cell_003551	donor_263	-1.034412	1.127403	0.026652	-0.760101	M	2.253421	0.02105	-0.009997	-0.021378	0.023012	0.007986	0.020157	-0.497959	0.132898	1.52377	-1.193462	-0.710587
cell_003552	donor_263	-0.555567	-0.517846	-0.563227	-0.760101	M	2.288284	0.05145	-0.009997	-0.021378	0.023012	0.007986	0.020157	0.592551	0.74695	0.211556	-0.116721	0.129652
cell_003553	donor_263	-0.473803	-1.264445	-0.258730	-0.760101	M	2.250667	0.01811	-0.009997	-0.021378	0.023012	0.007986	0.020157	-1.507268	0.101422	1.482123	-1.320148	-0.784051
cell_003554	donor_264	-0.359207	-0.757797	0.155046	-1.052192	M	2.359356	0.05381	0.015187	0.043598	0.022299	-0.014482	0.009405	-0.396879	-0.333926	1.841365	-0.931908	-1.131711
cell_003555	donor_264	0.239889	-0.556647	-0.144134	-1.052192	M	2.314659	0.05643	0.015187	0.043598	0.022299	-0.014482	0.009405	0.771072	-0.646857	0.787675	-0.197062	0.45902
cell_003556	donor_264	2.158624	2.120433	-1.054090	-1.052192	M	1.590261	0.051	0.015187	0.043598	0.022299	-0.014482	0.009405	-1.567877	0.455656	0.217796	-0.255381	-1.232738
cell_003557	donor_264	-0.914448	-1.059403	1.057054	-1.052192	M	2.332907	0.02639	0.015187	0.043598	0.022299	-0.014482	0.009405	0.216835	0.724046	-0.531154	-0.51149	0.793889
cell_003558	donor_264	-0.398529	0.239674	1.996967	-1.052192	M	2.743435	0.08094	0.015187	0.043598	0.022299	-0.014482	0.009405	1.710221	0.939619	0.229463	-0.243226	-0.027501
cell_003559	donor_264	-0.010465	0.706249	0.520421	-1.052192	M	1.989349	0.03304	0.015187	0.043598	0.022299	-0.014482	0.009405	-1.325491	-0.154386	1.119885	0.039635	-0.6255
cell_003560	donor_264	-0.588217	1.059162	-0.849701	-1.052192	M	2.599792	0.03482	0.015187	0.043598	0.022299	-0.014482	0.009405	-0.717998	-0.031766	-1.234637	-0.908555	1.532818
cell_003561	donor_264	1.339880	-0.587451	-0.477968	-1.052192	M	1.633082	0.02956	0.015187	0.043598	0.022299	-0.014482	0.009405	-1.0361	-0.80154	0.291338	-0.441764	0.088634
cell_003562	donor_264	-1.088488	-0.924259	-0.426764	-1.052192	M	1.988095	0.0074	0.015187	0.043598	0.022299	-0.014482	0.009405	0.862876	-1.54708	0.754246	-0.58239	-0.286076
cell_003563	donor_264	-2.431349	-0.233332	-0.507974	-1.052192	M	1.743537	0.0559	0.015187	0.043598	0.022299	-0.014482	0.009405	1.922092	-1.402624	0.590703	1.128029	-0.683531
cell_003564	donor_264	0.790011	0.422981	-0.707637	-1.052192	M	2.551689	0.01855	0.015187	0.043598	0.022299	-0.014482	0.009405	-0.667729	-0.368668	-0.689456	0.066471	0.892606
cell_003565	donor_264	-0.458551	-0.234618	1.485957	-1.052192	M	2.656191	0.04839	0.015187	0.043598	0.022299	-0.014482	0.009405	-0.363234	0.928554	1.401011	0.431059	0.525484
cell_003566	donor_264	-0.822305	-0.719761	-1.128584	-1.052192	M	1.960322	0.05319	0.015187	0.043598	0.022299	-0.014482	0.009405	-0.593955	-2.622967	0.585705	0.796476	0.242444
cell_003567	donor_264	-1.482039	0.307004	0.202903	-1.052192	M	2.468425	0.04207	0.015187	0.043598	0.022299	-0.014482	0.009405	0.909769	-0.548263	0.518516	1.472144	0.665668
cell_003568	donor_264	1.282762	1.041409	2.397117	-1.052192	M	2.660251	0.01616	0.015187	0.043598	0.022299	-0.014482	0.009405	1.342756	1.349157	-1.221384	0.719181	-0.631955
cell_003569	donor_264	-0.073873	-0.260530	-1.300226	-1.052192	M	1.986832	0.02318	0.015187	0.043598	0.022299	-0.014482	0.009405	-1.107483	-0.285654	1.754159	-0.5438	-1.758216
cell_003570	donor_264	0.696578	0.118534	0.651266	-1.052192	M	2.051901	0.02354	0.015187	0.043598	0.022299	-0.014482	0.009405	-1.444608	0.478379	-0.758825	-2.043186	-1.405113
cell_003571	donor_265	-1.139124	0.351604	0.205200	-2.128052	F	2.293446	0.02767	-0.01115	-0.009083	-0.02825	-0.005722	0.010901	0.166918	0.779486	-0.445716	0.648979	0.91493
cell_003572	donor_265	0.139035	-0.683266	1.189325	-2.128052	F	1.662985	0.04605	-0.01115	-0.009083	-0.02825	-0.005722	0.010901	-0.78371	-0.121219	-0.600482	0.53888	-0.612234
cell_003573	donor_265	2.050308	-1.110344	0.720444	-2.128052	F	2.044039	0.02525	-0.01115	-0.009083	-0.02825	-0.005722	0.010901	-1.213177	0.052587	1.110345	0.510573	1.006835
cell_003574	donor_265	-2.877850	0.668610	-1.870155	-2.128052	F	2.857115	0.0182	-0.01115	-0.009083	-0.02825	-0.005722	0.010901	0.919021	0.042149	-0.597488	-0.86973	-1.586608
cell_003575	donor_265	-0.524967	-1.313025	-0.215611	-2.128052	F	1.799995	0.02405	-0.01115	-0.009083	-0.02825	-0.005722	0.010901	1.18955	-0.330605	-1.70477	1.234325	0.094267
cell_003576	donor_265	0.838794	-1.857313	-0.359480	-2.128052	F	2.34153	0.05431	-0.01115	-0.009083	-0.02825	-0.005722	0.010901	0.967769	-0.261542	-0.793274	0.445749	0.528635
cell_003577	donor_265	-0.513369	1.581049	0.431761	-2.128052	F	2.209522	0.02891	-0.01115	-0.009083	-0.02825	-0.005722	0.010901	-0.279901	1.313528	0.945469	0.564764	-1.109972
cell_003578	donor_265	-1.177217	-0.471294	1.556104	-2.128052	F	1.934494	0.06716	-0.01115	-0.009083	-0.02825	-0.005722	0.010901	-1.250859	1.199018	-2.188345	-0.090979	0.146644
