cell_id	donor_id	C1	C2	C3	scaled_age	sex	scaled_log_nUMI	percent_mito	gPC1	gPC2	gPC3	gPC4	gPC5	ePC1	ePC2	ePC3	ePC4	ePC5
cell_003598	donor_090	-0.6899000364733828	-0.6879334873247894	1.83774610911758	-1.35966	F	1.128849	0.021041	0.008294	-0.001182	0.032748	-0.011708	-0.01673	1.28562	-0.610852	0.717976	2.5744	0.454004
cell_003599	donor_090	0.8650449469814168	-1.5643801849613843	-0.28639824708690215	-1.35966	F	0.357011	0.070368	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.218994	-0.732891	0.138667	-0.675956	0.637972
cell_003600	donor_090	0.6764628189940096	-1.1321869440656671	-0.4790762752724799	-1.35966	F	-0.7723	0.024595	0.008294	-0.001182	0.032748	-0.011708	-0.01673	-0.446295	-0.012454	0.73231	-0.860255	-0.248957
cell_003601	donor_090	-0.1945021262378148	-0.1647616321767367	0.5624671549005177	-1.35966	F	-1.385529	0.027878	0.008294	-0.001182	0.032748	-0.011708	-0.01673	1.162255	-0.96575	-1.178281	-3.285843	0.097975
cell_003602	donor_090	0.6401979870672838	-1.511991491653712	0.4068548149342548	-1.35966	F	0.359272	0.040398	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.515762	-1.546799	0.32248	0.532965	-0.613423
cell_003603	donor_090	0.339254854571914	-0.47409407066382714	0.36294952782800927	-1.35966	F	-1.02983	0.001444	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.189909	-0.741841	0.248586	0.832132	0.669747
cell_003604	donor_090	-0.2763228418664575	-0.7305027272183101	-0.22669569074047421	-1.35966	F	0.914186	0.031406	0.008294	-0.001182	0.032748	-0.011708	-0.01673	-0.343993	1.047198	1.443644	-0.525241	-0.626993
cell_003605	donor_090	0.6408034961237595	-0.48513632922520916	-0.06588543799999928	-1.35966	F	-0.972751	0.046523	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.354845	0.407351	1.347351	0.002702	-1.149536
cell_003606	donor_090	-1.3722682012503937	-0.11051737357572704	0.5895449424386978	-1.35966	F	1.206851	0.035171	0.008294	-0.001182	0.032748	-0.011708	-0.01673	-1.129613	-0.951752	-0.11204	0.006727	-0.109791
cell_003607	donor_090	0.6526345654797765	-1.8855632046699569	-0.04162732068005548	-1.35966	F	2.462007	0.017506	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.200875	0.7739	0.784691	0.223516	1.445496
cell_003608	donor_090	-0.16186367085436615	0.3364714316729702	0.11684001070702416	-1.35966	F	1.178412	0.023281	0.008294	-0.001182	0.032748	-0.011708	-0.01673	-1.736971	1.674856	1.130854	-1.54591	-0.852837
cell_003609	donor_090	0.7557653925423727	-0.41709378759653853	-0.397121754042046	-1.35966	F	-0.297745	0.01345	0.008294	-0.001182	0.032748	-0.011708	-0.01673	1.974365	1.128053	-0.535439	0.179018	0.218911
cell_003610	donor_090	0.06464690995825392	0.10778759833887784	-0.5005280988538652	-1.35966	F	-0.107486	0.026187	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.358157	-2.431883	-0.786523	-1.19088	-0.146017
cell_003611	donor_090	0.3283442356254924	-1.4456318519445932	-0.3847925674907807	-1.35966	F	-0.636917	0.01126	0.008294	-0.001182	0.032748	-0.011708	-0.01673	-1.03017	1.183454	0.985551	-0.594784	0.099553
cell_003612	donor_090	-0.3759565478292043	-0.28431581381469634	-1.220910264815858	-1.35966	F	-0.291145	0.048945	0.008294	-0.001182	0.032748	-0.011708	-0.01673	-0.724321	-0.16362	0.89069	1.523537	-0.168623
cell_003613	donor_090	0.5655423509551669	0.4198521736662407	0.4498404836456347	-1.35966	F	-0.28532	0.026129	0.008294	-0.001182	0.032748	-0.011708	-0.01673	-0.886368	-0.437907	-0.553074	0.826989	-0.230677
cell_003614	donor_090	1.4013367881156598	0.822239325809981	0.22226032663356857	-1.35966	F	0.531929	0.041306	0.008294	-0.001182	0.032748	-0.011708	-0.01673	-0.585341	1.619421	-0.105593	0.703964	0.186361
cell_003615	donor_090	-2.072946409831929	0.8183048355364079	0.8398535358734377	-1.35966	F	0.440857	0.017709	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.887291	-0.230389	-1.139553	0.077804	-0.640321
cell_003616	donor_090	0.08692654508935331	-1.1331845891958454	-0.16849410376265395	-1.35966	F	-0.980483	0.001987	0.008294	-0.001182	0.032748	-0.011708	-0.01673	-0.045248	0.349605	1.333087	-1.439366	0.443504
cell_003617	donor_090	-0.4060821524134909	0.4519420864284718	-0.7895800632008301	-1.35966	F	-0.203903	0.012211	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.150456	1.643634	0.15444	-0.304983	0.385071
cell_003618	donor_090	0.15246111827537534	0.8214314771458696	0.25621334432109183	-1.35966	F	2.816918	0.006385	0.008294	-0.001182	0.032748	-0.011708	-0.01673	1.421561	-1.136366	0.142408	0.598177	-1.672068
cell_003619	donor_090	0.30874587486171007	0.205013011394423	0.3223093408772678	-1.35966	F	-0.723409	0.082974	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.50889	1.589732	1.23155	-1.80491	-1.64941
cell_003620	donor_090	0.7990665222347834	-0.8520962546994033	-0.002005128142374919	-1.35966	F	0.440808	0.023576	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.361176	0.622728	-0.726631	-1.376437	-1.521774
cell_003621	donor_090	-0.32149162928309066	0.6037732038892799	0.7250938360764851	-1.35966	F	-0.898047	0.009891	0.008294	-0.001182	0.032748	-0.011708	-0.01673	-0.034515	-0.355986	-0.05469	-0.130834	-0.429321
cell_003622	donor_090	-0.49793528020240574	-0.4170479573313411	-0.3356209888639191	-1.35966	F	-0.608161	0.022918	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.792227	0.78475	0.132712	-0.980631	1.772704
cell_003623	donor_090	1.500680199030529	-0.2959200770697805	-0.1495883761024103	-1.35966	F	0.066256	0.001566	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.02971	-0.094566	0.373386	0.141675	0.120403
cell_003624	donor_090	0.08706709905599269	-0.9041083719060925	-1.6045364875083268	-1.35966	F	0.860163	0.043966	0.008294	-0.001182	0.032748	-0.011708	-0.01673	1.173995	-0.519283	-1.540254	0.754278	0.273499
cell_003625	donor_090	-0.06419782266327922	-1.1644932990005772	0.7379594207957462	-1.35966	F	1.403325	0.032071	0.008294	-0.001182	0.032748	-0.011708	-0.01673	1.857529	-0.729857	-0.447149	0.720652	0.994661
cell_003626	donor_090	1.6028216447348007	0.22886144996126626	0.9134600611017505	-1.35966	F	0.17402	0.024969	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.245759	0.126145	0.106936	-0.99188	-0.83823
cell_003627	donor_090	-0.4724728437536217	-0.7685739756819387	-1.236865642686295	-1.35966	F	0.062515	0.022031	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.176898	0.603283	-1.916862	-0.393232	-1.670795
cell_003628	donor_090	-1.2839546380231428	-0.2385987861858814	0.021991227790926392	-1.35966	F	0.606678	0.033949	0.008294	-0.001182	0.032748	-0.011708	-0.01673	-1.080928	-0.910349	0.190112	0.691414	-0.374097
cell_003629	donor_090	0.1446080212644985	-1.0421318854060626	0.7011698777615712	-1.35966	F	1.10215	0.030257	0.008294	-0.001182	0.032748	-0.011708	-0.01673	-0.846199	-1.529199	-0.579201	-0.744126	2.091096
cell_003630	donor_090	0.31630635473043384	1.7056997772799198	1.2702460102629904	-1.35966	F	-0.171209	0.035692	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.796736	-0.080751	1.154396	1.709511	-1.113518
cell_003631	donor_090	1.5182331359224666	0.3551072273991802	-0.522471634022172	-1.35966	F	-1.575489	0.059537	0.008294	-0.001182	0.032748	-0.011708	-0.01673	1.849814	0.949861	-1.523486	0.314781	0.709357
cell_003632	donor_090	1.4427580074616109	1.1783309993252185	0.6700364561852605	-1.35966	F	0.110612	0.04005	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.67059	-0.636165	-0.888401	-1.720732	0.766257
cell_003633	donor_090	0.4386365733696237	2.5917198650008486	-2.230509221710669	-1.35966	F	-0.220545	0.043654	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.233906	0.287029	2.570598	-0.75932	0.775651
cell_003634	donor_090	-1.6440598696198536	0.1326080644058259	0.21826582151734789	-1.35966	F	-2.492182	0.009702	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.631119	2.009493	-1.499092	0.777843	1.296425
cell_003635	donor_090	-0.6539558490399852	-0.19241454754450954	-0.9739949981958832	-1.35966	F	-1.958731	0.073727	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.796553	1.726877	0.769607	-0.749712	-0.59252
cell_003636	donor_090	1.2861833206429631	-0.1883783753083663	0.638313104514924	-1.35966	F	-0.994623	0.01998	0.008294	-0.001182	0.032748	-0.011708	-0.01673	2.845314	1.943148	-0.117986	0.379865	0.841477
cell_003637	donor_090	0.05515355910828767	1.7963069942493728	1.2415641398047923	-1.35966	F	-1.152703	0.036236	0.008294	-0.001182	0.032748	-0.011708	-0.01673	-1.206119	-1.14669	-1.290117	0.545262	-2.863811
cell_003638	donor_090	-0.4538485955538013	1.2618356983675474	-0.1416029711023663	-1.35966	F	0.155857	0.065253	0.008294	-0.001182	0.032748	-0.011708	-0.01673	0.560324	0.009219	0.701828	0.728871	-0.148312
cell_003639	donor_091	-0.13942314395340244	-0.8138372149757425	-0.5774998600204758	-1.147765	F	-1.812356	0.02007	0.001635	0.022921	-0.004929	-0.008817	-0.004916	0.358213	0.722503	-0.027123	0.351279	0.827586
cell_003640	donor_091	0.34355542153657115	1.6241854096316997	-1.1944936470976673	-1.147765	F	-0.359581	0.015333	0.001635	0.022921	-0.004929	-0.008817	-0.004916	0.112487	0.746062	-1.182987	2.96926	-2.42095
cell_003641	donor_091	-0.40358100404551156	1.2800649790877316	-2.6612795975258963	-1.147765	F	-2.02565	0.031271	0.001635	0.022921	-0.004929	-0.008817	-0.004916	1.696884	-0.782775	-0.917285	-0.507644	1.00361
cell_003642	donor_091	-0.6797129115883233	-0.5434014725281007	0.9122190903738691	-1.147765	F	0.22158	0.04906	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-0.053181	1.224082	-0.123158	0.232838	-1.254094
cell_003643	donor_091	-0.8865356078209188	-1.1583759663228321	0.049446586375329074	-1.147765	F	1.453697	0.003468	0.001635	0.022921	-0.004929	-0.008817	-0.004916	0.471682	0.984251	1.315907	0.983067	-0.557137
cell_003644	donor_091	2.4375014556372907	-0.13589514196500443	0.6273496251438033	-1.147765	F	1.970639	0.00711	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-0.671148	1.121802	-0.087007	0.180229	-0.2806
cell_003645	donor_091	-0.7593192454709188	-1.885273643220914	1.123458917652196	-1.147765	F	-0.07851	0.040743	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-1.149237	-0.265239	0.283443	0.46713	0.659591
cell_003646	donor_091	-1.9310658266021958	0.48757780036596077	-2.7173279045318153	-1.147765	F	1.254772	0.017676	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-0.350525	1.308711	-0.513399	0.764116	0.316766
cell_003647	donor_091	-0.08380313704004186	0.7299699592712374	0.18093058039176144	-1.147765	F	0.966067	0.025111	0.001635	0.022921	-0.004929	-0.008817	-0.004916	0.375792	0.556441	-0.29044	0.445349	0.908146
cell_003648	donor_091	1.4721329818001094	0.11038099539824434	0.7630533293927282	-1.147765	F	-2.25681	0.019072	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-0.008277	-0.1757	0.676517	1.454459	0.162738
cell_003649	donor_091	0.40493414790466176	-1.6521191180471373	-0.3069212631569511	-1.147765	F	0.550337	0.019272	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-0.066918	0.924353	0.268283	-0.885983	1.099026
cell_003650	donor_091	-0.709466137375474	0.024110536087533455	0.44735420074460586	-1.147765	F	1.948058	0.070687	0.001635	0.022921	-0.004929	-0.008817	-0.004916	0.957031	2.008441	-0.770031	0.088032	-0.162544
cell_003651	donor_091	0.5548835225490782	1.0905198843993302	-0.6536734746675446	-1.147765	F	0.466093	0.007371	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-0.743271	-0.050078	-0.732119	0.563475	1.122698
cell_003652	donor_091	-0.17677469421786138	0.9086342345722054	2.625230470415041	-1.147765	F	-0.620904	0.056401	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-0.038961	-0.055187	0.411707	2.369469	0.269425
cell_003653	donor_091	-0.8835026946534666	-0.10130120239854304	-0.4258056531461327	-1.147765	F	0.934307	0.031436	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-0.345294	-0.135851	0.503895	-0.290312	-1.923612
cell_003654	donor_091	-0.3460976490775122	-0.9680521462826067	-0.41627166141876204	-1.147765	F	-0.163849	0.018105	0.001635	0.022921	-0.004929	-0.008817	-0.004916	0.922032	0.230315	-0.612472	1.244481	-0.621532
cell_003655	donor_091	-0.37693782500801726	-1.1139702371640445	-1.7161521124616321	-1.147765	F	-1.506693	0.019379	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-0.220463	-0.406619	0.338037	0.212675	-0.583778
cell_003656	donor_091	0.5776418407576643	-0.41288691229022273	-0.07530239567111129	-1.147765	F	-0.280238	0.011151	0.001635	0.022921	-0.004929	-0.008817	-0.004916	1.825561	-2.236158	-0.515436	-0.051664	1.177539
cell_003657	donor_091	0.9731298374613061	-0.44151215609010697	-1.6964835652171018	-1.147765	F	-0.140271	0.006108	0.001635	0.022921	-0.004929	-0.008817	-0.004916	0.593311	0.198747	-0.665259	0.090545	0.493773
cell_003658	donor_091	-1.3839510675867075	0.19512594648983114	-0.27560364774777796	-1.147765	F	0.290667	0.012541	0.001635	0.022921	-0.004929	-0.008817	-0.004916	1.013616	-0.666578	-0.469377	-0.726833	-0.710052
cell_003659	donor_091	-0.5666783808968621	1.2146884385523158	0.4801982800583108	-1.147765	F	1.151266	0.062667	0.001635	0.022921	-0.004929	-0.008817	-0.004916	0.439945	0.182545	0.793253	-0.363431	1.947797
cell_003660	donor_091	0.05771093582074323	0.3587394816483153	0.025956279933679143	-1.147765	F	1.048016	0.044907	0.001635	0.022921	-0.004929	-0.008817	-0.004916	0.056173	0.778583	1.215695	-0.307553	0.703826
cell_003661	donor_091	0.21042459863934737	-0.7733015903975131	0.20412914869479498	-1.147765	F	-0.360852	0.044605	0.001635	0.022921	-0.004929	-0.008817	-0.004916	2.050331	-0.286916	-0.01289	-0.787339	-0.583645
cell_003662	donor_091	-0.3597632121310438	-0.06725588329487764	-0.9671709353559435	-1.147765	F	1.341055	0.039709	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-0.859269	-0.04778	-0.52038	-0.761764	0.461647
cell_003663	donor_091	-1.227670704648047	-0.11027997515015409	-0.35985259138894354	-1.147765	F	-0.580099	0.021027	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-0.915714	0.920869	0.527013	-0.486988	-0.922016
cell_003664	donor_091	-1.8290614022048046	-0.02904454705674507	-3.2250819415410823	-1.147765	F	-0.651136	0.026553	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-0.403706	-0.777424	0.825515	0.506498	0.947593
cell_003665	donor_091	-0.5153895562260241	-0.9011211406221835	-1.120499189384275	-1.147765	F	0.007316	0.045739	0.001635	0.022921	-0.004929	-0.008817	-0.004916	1.210382	-0.083545	0.875813	-1.166391	1.059087
cell_003666	donor_091	0.17794319491242522	0.35199159214022063	-0.6132189668371167	-1.147765	F	0.263374	0.007804	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-0.539719	0.161481	-0.29611	2.153064	-1.215357
cell_003667	donor_091	-0.27256829668484744	-0.05100099582292462	-0.5970764871657371	-1.147765	F	-0.055855	0.005972	0.001635	0.022921	-0.004929	-0.008817	-0.004916	1.285333	1.310961	-0.998717	0.800681	-0.695627
cell_003668	donor_091	-0.2870651967471225	1.958590267361265	0.0670994460567385	-1.147765	F	0.352918	0.044003	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-0.909849	-0.961286	0.066309	-0.723001	-1.183845
cell_003669	donor_091	-0.206399089734573	-0.07916282658692093	-1.9063885224504606	-1.147765	F	0.660413	0.03289	0.001635	0.022921	-0.004929	-0.008817	-0.004916	0.038638	0.96222	0.303361	0.027151	0.620403
cell_003670	donor_091	0.5070660669324724	-0.2997153195415963	1.7495565290893775	-1.147765	F	-1.154469	0.041132	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-0.349992	2.62936	0.998405	0.645525	0.349752
cell_003671	donor_091	-0.2648485846143557	0.07177526878381692	-0.35820470451751607	-1.147765	F	0.441591	0.047449	0.001635	0.022921	-0.004929	-0.008817	-0.004916	0.200985	0.951731	1.220724	1.517645	-0.009423
cell_003672	donor_091	0.5137041319014619	-0.4437045804102648	-0.8216450883248294	-1.147765	F	0.890889	0.040307	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-0.734338	-1.292923	-0.885608	0.208457	-0.992579
cell_003673	donor_091	0.47148522122617303	-0.9104091475625148	0.6793995217188552	-1.147765	F	-0.524744	0.043025	0.001635	0.022921	-0.004929	-0.008817	-0.004916	0.227666	-2.384764	1.580032	0.575926	-1.547047
cell_003674	donor_091	0.29588565129270405	1.3556653848837272	-2.0827597005961094	-1.147765	F	0.350743	0.02691	0.001635	0.022921	-0.004929	-0.008817	-0.004916	0.698766	1.361297	1.269317	-0.055325	-0.776921
cell_003675	donor_091	-0.2610204820020735	-1.542457391152263	0.952902882609438	-1.147765	F	-0.240418	0.013103	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-1.512864	-1.642482	-1.849323	-1.372765	-1.741168
cell_003676	donor_091	1.1295814802006363	-0.7777385029925394	0.781948411841572	-1.147765	F	-0.782631	0.06155	0.001635	0.022921	-0.004929	-0.008817	-0.004916	1.256057	1.107712	0.043845	-0.750236	0.515035
cell_003677	donor_091	-0.09670300950880208	-0.29308737597033674	0.36151161174427937	-1.147765	F	-0.855952	0.047812	0.001635	0.022921	-0.004929	-0.008817	-0.004916	0.147201	1.703814	0.415704	-1.235788	-0.817607
cell_003678	donor_091	1.2449463032463763	-1.3362345341392952	0.044144811548407936	-1.147765	F	1.368194	0.030491	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-1.529677	-0.479215	2.695654	-0.030655	0.169948
cell_003679	donor_091	-0.40622836475713564	-0.7941416438295892	-0.5532146114501384	-1.147765	F	-1.022661	0.050141	0.001635	0.022921	-0.004929	-0.008817	-0.004916	0.299771	0.991347	-0.31951	0.07731	-0.393224
cell_003680	donor_091	1.4599371208657328	-1.558778588358136	0.8995424403766756	-1.147765	F	-1.232863	0.048651	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-0.657219	-0.047327	-0.641899	-0.343343	-0.088079
cell_003681	donor_091	0.18219018417822258	0.09904318581889866	0.6509522269727992	-1.147765	F	0.879646	0.016436	0.001635	0.022921	-0.004929	-0.008817	-0.004916	0.771016	-0.276972	-0.032859	0.262391	-1.404842
cell_003682	donor_091	0.4409852346927687	1.4508632967744637	1.0732405425436606	-1.147765	F	-0.574729	0.037776	0.001635	0.022921	-0.004929	-0.008817	-0.004916	0.704575	0.193173	0.98116	0.532807	-0.321754
cell_003683	donor_091	0.07603359607452363	1.1243268242246456	-0.021258570004771573	-1.147765	F	0.431361	0.02631	0.001635	0.022921	-0.004929	-0.008817	-0.004916	-1.151904	2.055762	-0.866638	-1.957251	-0.118812
cell_003684	donor_092	-2.597874936296663	-0.32878009544607895	-0.3521851267535039	0.618027	F	-1.021766	0.000879	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	1.301691	1.021729	0.039246	-1.532556	2.413194
cell_003685	donor_092	0.45960428201089987	-0.30848116614127574	-0.9545730166561933	0.618027	F	-0.815378	0.041689	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	-0.248546	1.726633	1.400169	-0.03279	0.703611
cell_003686	donor_092	0.7890751597657566	1.401467215079084	-0.7815702109427086	0.618027	F	2.023311	0.067296	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	1.355749	-0.517746	0.217665	0.15898	-0.5665
cell_003687	donor_092	-0.44748160267260195	0.08070209112351497	0.21822913002406502	0.618027	F	-1.456901	0.020238	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	0.56066	0.907226	0.556593	0.432234	2.399519
cell_003688	donor_092	0.2402110289344775	0.8691676968900339	0.16855138445421394	0.618027	F	-1.231992	0.025438	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	-1.380283	1.11595	-0.263256	-1.340741	-0.48678
cell_003689	donor_092	0.9171420257597029	0.5273941328208924	-0.07659969690174148	0.618027	F	-0.420292	0.043213	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	0.076155	-1.216958	0.126216	-0.50962	-1.332763
cell_003690	donor_092	1.0842068937161593	-1.1406455098212118	-1.1354304317626975	0.618027	F	0.679257	0.045795	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	-0.01289	0.088452	-0.667058	-0.640313	-0.361396
cell_003691	donor_092	0.4276039666332371	-1.4561209377035467	-0.8336966734115021	0.618027	F	0.840177	0.037381	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	-1.217753	1.137523	-0.149432	0.460653	0.497015
cell_003692	donor_092	1.5108867074706815	-0.2785694925145355	1.1422201376452417	0.618027	F	0.182876	0.023791	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	0.555156	0.285506	-1.24041	2.315938	-0.04716
cell_003693	donor_092	-1.3448806109365616	1.6715642009153258	0.7466217847229689	0.618027	F	-0.960648	0.005986	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	-0.510978	0.163121	-0.874948	0.096069	-0.61846
cell_003694	donor_092	0.640778661005264	-1.2851372631190479	0.59517447093329	0.618027	F	0.02802	0.00647	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	-0.577708	-0.150054	0.636038	-0.340581	-0.829122
cell_003695	donor_092	-1.4126868889270023	0.6047933745285442	0.40467155549683637	0.618027	F	1.509165	0.031885	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	-1.287794	1.479057	1.276102	-0.826797	0.047965
cell_003696	donor_092	0.44218668087293794	-0.9371208859938026	-0.13255883855275483	0.618027	F	-0.472646	0.038455	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	0.376529	1.938853	0.179522	-1.278176	-0.004886
cell_003697	donor_092	-0.5105658735427064	-1.695572231154769	-0.6666863290638856	0.618027	F	0.218526	0.019174	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	1.123208	2.385201	-0.439607	-0.661952	-0.164924
cell_003698	donor_092	0.22763538352739285	0.8340142258092904	2.1362009426852895	0.618027	F	-0.320786	0.052815	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	-1.677699	-0.494009	0.638364	0.25556	0.520666
cell_003699	donor_092	-0.8146627171015106	0.6403310096626369	-1.1664797645466705	0.618027	F	0.898407	0.039026	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	-0.330253	-0.79278	1.560401	-1.568443	-1.246078
cell_003700	donor_092	-1.827336768916326	-0.4756469774211193	0.8913211370797046	0.618027	F	-0.702924	0.004577	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	-0.942136	0.561799	1.629755	-0.20908	0.046802
cell_003701	donor_092	-0.40329293319346776	-0.36473360773794317	1.4317521021278818	0.618027	F	-0.799411	0.027014	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	-0.388797	-0.249277	-0.83782	0.197715	-0.270411
cell_003702	donor_092	-1.942691199917569	-0.8577597505457001	0.014585912075484365	0.618027	F	0.475173	0.051522	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	0.485148	0.7618	-0.224555	-1.218118	-1.860589
cell_003703	donor_092	0.8441888050729616	1.2377132167088445	-0.8933598964898635	0.618027	F	0.429514	0.020048	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	0.357788	1.312329	0.036801	-0.857342	-0.628807
cell_003704	donor_092	0.842868848175335	-1.5293475776978205	-0.6515775374388496	0.618027	F	-0.198803	0.012925	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	-1.933712	-0.160072	1.456045	-0.534512	-0.573132
cell_003705	donor_092	1.7842697366472535	0.9824675985184064	0.19432428698789664	0.618027	F	-2.118141	0.023466	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	0.421345	0.716273	-1.032379	0.472635	-0.852708
cell_003706	donor_092	0.46222294794340313	-1.63906503050611	-1.1876142377303878	0.618027	F	-0.363349	0.008256	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	0.381159	0.275984	0.694398	0.111596	-0.631255
cell_003707	donor_092	0.5174571719567109	-1.4153831857882666	0.8428166537196125	0.618027	F	1.442124	0.022223	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	-0.108777	1.108286	-0.311528	0.657036	-1.586956
cell_003708	donor_092	0.707327540748934	-0.8515446903364065	1.3810672462913045	0.618027	F	-0.507021	0.024963	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	0.990169	1.243479	-2.856721	-0.316884	0.890352
cell_003709	donor_092	-0.4700349450540717	-0.20731668651564106	-0.5865161077914831	0.618027	F	0.699615	0.036536	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	-0.835806	0.405649	-2.193356	1.470025	-0.423843
cell_003710	donor_092	0.1550930488670684	-0.49777721688027876	-0.6936963316992114	0.618027	F	0.697414	0.046962	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	1.629547	0.401623	0.669103	0.620386	-1.234218
cell_003711	donor_092	-1.4434145436539396	-1.20082734451393	-1.584709149821165	0.618027	F	0.620579	0.039279	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	0.200934	0.447739	-1.518022	-0.66035	-1.367584
cell_003712	donor_092	-0.2545659044091262	-0.9135510520380713	-0.023297530853646095	0.618027	F	1.843894	0.050402	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	0.163152	-0.432883	-0.333077	-1.090781	0.882014
cell_003713	donor_092	0.3116376616039689	-0.40220594651123864	-1.3001545018801186	0.618027	F	-1.327562	0.043879	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	-1.30461	0.350378	0.674512	1.630264	-0.933245
cell_003714	donor_092	-0.525787724569585	1.2096971255887576	-0.3306842006491384	0.618027	F	-0.257725	0.031231	-0.006193	-0.036555	-0.000139	-0.020877	-0.006839	0.206065	-1.034664	-0.228814	-0.889068	-0.323166
cell_003715	donor_093	0.39602054692257876	0.8760526752513095	0.040120204312808265	0.194237	M	0.458577	0.007021	-0.016784	0.029283	-0.022622	0.011096	0.00046	-0.261224	0.980143	0.044374	0.636872	-1.000987
cell_003716	donor_093	0.009314927058483058	0.9689242971538513	-0.6532694863709975	0.194237	M	0.191583	0.016323	-0.016784	0.029283	-0.022622	0.011096	0.00046	1.518604	-0.886499	0.213334	-0.176151	-0.268007
cell_003717	donor_093	1.4000001646164624	0.8086157939422464	-0.39056232959622755	0.194237	M	0.26819	0.011909	-0.016784	0.029283	-0.022622	0.011096	0.00046	-0.382416	1.269644	1.218797	-0.694308	-0.406677
cell_003718	donor_093	-1.29750425535809	0.5891549644895666	-0.5810438325594047	0.194237	M	-0.012855	0.032649	-0.016784	0.029283	-0.022622	0.011096	0.00046	1.057939	0.487229	-0.383671	0.455941	0.050245
cell_003719	donor_093	0.5136983947872185	1.0489117111025013	0.42791859620572864	0.194237	M	1.162922	0.02526	-0.016784	0.029283	-0.022622	0.011096	0.00046	0.280321	0.276708	0.363233	0.778014	-0.935357
